REQID,CLIENTID,REASON,LOAN,BAD,DEROG,DELINQ,CLAGE,NINQ,DEBTINC,INCOME,CREDIT_SCORE
18220,33282219-bagc,Debt Consolidation,15300,0,0,0,95.33333333,3,10.44620416,46645,862
18230,33284221-bgda,Debt Consolidation,23000,0,0,0,302.849884,2,33.87069555,49850,662
18250,33473110-pvuq,Home Improvement,11300,0,0,0,85.66483372,0,35.94785471,52420,670
18260,33476717-qien,Debt Consolidation,7500,0,0,0,47.83285134,3,33.07501037,61330,389
18270,33483361-yodh,Home Improvement,13000,0,0,0,107.4206093,0,24.72083108,52215,665
18280,33537064-murr,Debt Consolidation,6900,0,0,0,101.5319079,0,35.76405836,63600,755
18290,33544565-xaml,Debt Consolidation,7600,0,0,0,135.6401964,0,34.77708943,58615,741
18300,33549478-bwlz,Debt Consolidation,13700,0,1,2,347.9666667,,38.55662134,61000,437
18310,33575139-flpq,Home Improvement,11800,0,5,0,117.91882,,58.29598994,45895,775
18320,33580463-ckkh,Debt Consolidation,19400,0,0,0,206.9666667,1,35.51421621,40020,427
18330,33607343-egpi,Debt Consolidation,13900,0,0,0,239.083696,0,19.62614951,52290,429
18340,33624284-mcha,Debt Consolidation,21800,0,0,0,190.0874448,1,40.74821176,52875,403
18370,33647582-nvaq,Home Improvement,21000,0,0,0,167.7183935,0,32.20492622,40735,850
18380,33647689-wpvn,Debt Consolidation,87500,0,0,0,223.88104,0,36.75365267,61675,477
18390,33674043-lvrq,Debt Consolidation,43300,0,0,0,232.2700678,1,43.1146909,43510,620
18420,33784209-bfek,Debt Consolidation,11000,0,0,2,91,3,26.43989391,44225,765
18430,33786887-vbmz,Debt Consolidation,27300,0,0,0,328.1681227,0,39.15955376,46750,601
18450,33792599-iyvd,Debt Consolidation,22200,0,0,0,205.0294085,2,34.93940311,61600,780
18470,33867675-urqy,Debt Consolidation,19000,0,0,0,91.37193169,0,31.44261162,46515,579
18480,33899118-aybv,Home Improvement,4300,0,2,0,263.9703003,0,36.43209394,61165,642
18500,33914185-xpol,Debt Consolidation,34900,0,0,1,220.6025351,4,41.85741593,52225,686
18510,33970681-mnfx,Debt Consolidation,41600,0,6,,108.8701167,,26.98944023,61745,848
18540,34046271-yfbk,Debt Consolidation,18900,0,0,0,309.005458,3,42.16835848,44775,689
18550,34077130-mbwz,Debt Consolidation,7800,0,0,0,295.1134207,0,23.24567301,52110,379
18560,34177579-wgnl,Home Improvement,17200,0,1,0,224.7643591,1,36.7023407,61460,798
18570,34192874-ncjl,Debt Consolidation,20800,0,0,0,214.3305682,3,41.92846949,43310,599
18580,34227966-bjfi,Debt Consolidation,15700,0,0,0,201.9237078,0,26.31831366,52460,819
18600,34288445-uojz,Debt Consolidation,9900,0,,1,180.6333333,1,10.58021287,61120,735
18610,34293745-ilih,Debt Consolidation,86000,0,0,0,210.9666667,0,15.77985069,43845,570
18620,34304611-qvrv,Debt Consolidation,10000,0,0,1,232.3333333,1,4.478514154,43225,711
18630,34316050-glmk,Debt Consolidation,15500,0,0,0,9.048515086,1,60.64575626,40660,794
18640,34325513-nrjf,Debt Consolidation,21600,0,0,0,193.0488032,0,33.60060846,61930,789
18650,34352746-xjfl,Home Improvement,47600,0,0,0,304.0581023,0,31.57129492,61080,420
18660,34421381-bfqo,Debt Consolidation,21300,0,0,0,200.9111493,1,31.15558593,61025,497
18670,34431495-aecx,Debt Consolidation,10200,0,,,153.1181363,3,25.1199559,61900,595
18680,34543309-xaiq,Home Improvement,12300,0,0,0,145.0666667,1,46.67146487,44955,626
18690,34547263-cpwx,Home Improvement,7000,0,0,0,87.83333333,4,4.371112526,44805,484
18700,34609363-nefi,Debt Consolidation,15400,0,0,0,282.6229052,0,38.09790247,45185,330
18710,34632962-pujw,Debt Consolidation,20900,0,2,0,242.1642572,1,40.16365053,43325,358
18720,34660342-ipqm,Home Improvement,3300,0,1,0,139,0,27.22645772,40125,705
18740,34680506-aepq,Home Improvement,22400,0,0,0,251.358003,0,25.20270637,43800,402
18750,34697475-awef,Home Improvement,19100,0,0,0,207.1551738,0,36.14177784,44815,638
18760,34722436-avqb,Debt Consolidation,17100,0,0,0,165.6277883,2,29.2491436,45305,561
18780,34777730-frdg,Home Improvement,23900,0,1,1,149.3167446,,16.42639471,40110,681
18790,34896262-xbwf,Business,5400,0,3,1,231.3650221,,23.16374295,43040,358
18800,34923009-bfui,Home Improvement,16600,0,1,4,21.2333031,,34.11861536,52550,412
18810,34980554-okla,Home Improvement,7000,0,2,0,340.9,0,22.17995937,61195,417
18850,35046952-erqg,Debt Consolidation,33000,0,0,0,227.6777656,0,42.2817024,61990,559
18860,35164727-ooqk,Debt Consolidation,16200,0,0,0,,0,35.88671015,43395,559
18870,35224885-lpqy,Debt Consolidation,14600,0,0,0,148.3552211,0,42.03308487,43585,587
18880,35326671-gbre,Debt Consolidation,20000,0,0,2,210.7198667,0,29.16004451,52485,643
18890,35341672-ckvj,Home Improvement,12300,0,0,0,120.2578861,3,28.77470213,40770,798
18900,35404086-wwia,Debt Consolidation,25800,0,0,1,128.4471699,0,27.98945739,47535,408
18910,35428814-vodo,Home Improvement,7000,0,2,2,478.3066078,,40.73031534,45535,503
18920,35431013-xnbx,Home Improvement,22600,0,0,0,112.8403356,2,31.86591683,43510,661
18940,35465563-pery,Debt Consolidation,13600,0,0,0,111.0078189,2,38.77313698,68710,659
18950,35475047-vble,Debt Consolidation,45900,0,0,1,126.1165183,0,24.78072709,47535,583
18960,35600488-jwjm,Debt Consolidation,39400,0,3,4,77.1,0,34.69829365,61820,647
18980,35637079-bjwi,Home Improvement,11900,0,0,0,69.43333333,1,11.60347471,61600,762
18990,35637740-unnm,Debt Consolidation,20900,0,,,177.8648492,,36.83107615,52325,589
19000,35658689-vlrw,Debt Consolidation,19900,0,0,0,217.6372546,0,41.5493313,40680,550
19010,35687196-vdox,Debt Consolidation,12100,0,0,0,229.4061754,0,35.86772963,61555,611
19020,35692405-obvy,Debt Consolidation,69000,0,0,0,211.7763912,3,30.35685652,43010,651
19050,35722658-pgex,Debt Consolidation,24600,0,1,0,225.3668485,0,34.07915769,52475,411
19060,35735002-mlar,Debt Consolidation,13700,0,0,0,215.6120163,0,40.30430134,48725,640
19070,35759573-yiag,Debt Consolidation,15400,0,0,0,168.748032,0,37.56086276,43135,627
19100,35791913-znfk,Debt Consolidation,15300,0,0,0,122.5788363,1,40.56988842,52460,749
19110,35796815-pohx,Debt Consolidation,36500,0,0,1,213.0666667,0,38.856388,44545,810
19130,35809899-eqmb,Debt Consolidation,16900,0,0,0,202.0534356,0,21.34825451,46380,526
19140,35818125-alqo,Home Improvement,14900,0,0,0,134.8599969,4,29.53505856,61035,776
19150,35829514-mlvf,Debt Consolidation,31200,0,0,0,80.35557059,0,35.03907537,52010,354
19170,35868571-wnqu,Home Improvement,20800,0,0,0,323.5951974,0,43.03775004,52465,787
19180,35886283-vwvk,Home Improvement,6100,0,1,2,460.7317206,,47.71577259,52700,664
19190,35890188-whxu,Home Improvement,20200,0,0,,121.1022295,,27.0375129,209885,405
19200,35987295-pcpj,Home Improvement,13000,0,0,0,211.0666667,3,18.2807806,171065,353
19210,36007871-djgi,Home Improvement,20400,0,0,0,68.44158303,0,31.51559341,110090,658
19220,36020698-zrjq,Home Improvement,10300,0,1,3,184.3457508,0,34.63423561,98505,761
19250,36068245-oyku,Debt Consolidation,11900,0,0,0,243.5,0,3.734117963,44145,619
19260,36078883-vbcj,Home Improvement,12000,0,0,0,156.9547583,0,31.70012432,15000,567
19270,36092527-dlng,Home Improvement,5000,0,0,0,74.63333333,3,13.75262963,52780,418
19280,36093364-vydh,Home Improvement,14500,0,0,0,163.9916144,2,41.49281634,15000,768
19290,36096658-aucm,Home Improvement,19400,0,0,0,214.3666667,0,40.19789494,15000,817
19300,36119346-lapn,Home Improvement,7300,0,0,0,239.6202977,1,36.72713636,15000,607
19320,36145385-rqiw,Home Improvement,13900,0,2,1,176.5303274,0,24.39371452,178040,330
19330,36151314-ifie,Home Improvement,16500,0,0,0,247.2784079,0,24.35794954,123255,682
19350,36228548-pkoc,Debt Consolidation,23600,0,0,0,186.1563472,2,37.9438682,61530,535
19380,36414853-kkld,Debt Consolidation,9000,0,,3,120.4312261,2,39.97548983,45475,414
19390,36419784-gdye,Debt Consolidation,13000,0,0,1,199.9,2,4.028018406,52660,437
19420,36447063-cpxf,Home Improvement,10300,0,0,0,58.8956859,0,57.99501862,61895,796
19450,36633911-ojrr,Home Improvement,2500,0,0,0,136.0666667,1,23.42614478,46285,814
19470,36657458-biim,Home Improvement,9100,0,0,0,333.0115898,1,30.39545792,44250,580
19480,36683666-mwuz,Moving Expense,9300,0,0,0,235.492813,0,23.13784056,46670,516
19490,36697610-fcfv,Debt Consolidation,21300,0,0,3,276.170167,1,25.83088323,43090,577
19510,36708976-yiuv,Debt Consolidation,11000,0,0,0,215.0666667,0,31.35050654,52645,729
19530,36736843-jghe,Debt Consolidation,16000,0,0,1,122.1963249,2,30.14326133,52475,765
19550,36739931-fdaj,Debt Consolidation,23500,0,1,0,158.9968245,0,40.33195033,61780,522
19560,36746908-waxz,Debt Consolidation,19300,0,0,0,89.525932,0,7.148413213,43100,568
19570,36747490-gbwp,Debt Consolidation,8200,0,0,1,179.5305444,,27.27636492,45890,655
19580,36796087-phgv,Debt Consolidation,19300,0,2,0,78.27662528,3,36.02690437,61955,735
19590,36802657-pbrc,Home Improvement,52200,0,0,0,341.8288117,0,24.01667109,61910,861
19610,36858386-bwgj,Debt Consolidation,21000,0,0,0,99.36947035,0,40.14317075,52440,564
19620,36882432-banm,Debt Consolidation,30300,0,0,0,88.93446885,5,34.9372716,61605,759
19630,36896618-enzo,Home Improvement,16500,0,0,1,243.9416859,1,38.32781635,44715,396
19640,36918177-xoxe,Home Improvement,52700,0,0,0,174.1256156,0,25.26444754,40795,729
19670,37049503-mjza,Debt Consolidation,32300,0,0,0,150.2093805,0,39.07277566,52465,516
19680,37065807-gqkk,Home Improvement,14000,0,0,7,184.6131909,0,18.19428042,44695,651
19690,37106242-nubk,Debt Consolidation,23700,0,0,0,225.8977256,0,42.76682961,61790,850
19700,37131077-zcko,Debt Consolidation,10800,0,0,3,329.1666667,1,33.14980164,45465,769
19710,37150676-vcbz,Debt Consolidation,23300,0,0,0,288.3727394,1,33.27141336,61060,541
19730,37175246-ywch,Debt Consolidation,12500,0,0,0,223.5874152,10,35.95199865,43480,647
19740,37176089-olqu,Debt Consolidation,21000,0,1,4,385.9901345,,43.35682097,61390,512
19750,37182918-efmm,Home Improvement,15000,0,3,1,221.1666667,0,39.3780322,61520,688
19760,37187374-vyeb,Debt Consolidation,30000,0,0,0,85.0457549,0,26.34913193,61515,825
19770,37257836-cank,Debt Consolidation,13400,0,0,2,82.70830934,2,36.94779822,45490,487
19780,37262683-aplg,Home Improvement,5400,0,0,1,199.9,1,19.40364339,44990,622
19790,37292138-qylc,Debt Consolidation,22900,0,,0,308.85054,1,38.79333433,61445,698
19820,37376692-mgqq,Debt Consolidation,33900,0,1,0,166.6247382,1,42.31889922,52115,386
19850,37431106-yycp,Debt Consolidation,35100,0,0,0,333.0463123,0,39.29472094,61735,812
19880,37453625-lcvc,Debt Consolidation,10800,0,0,0,176.8333333,0,29.67321398,40375,651
19890,37468665-wozf,Home Improvement,3500,0,0,0,162.3666667,0,11.96338889,43135,661
19900,37490703-zimq,Home Improvement,11200,0,,,165.7680172,,22.30223437,61205,588
19910,37555712-evrv,Home Improvement,6800,0,0,0,219.7356734,1,20.8850935,43345,767
19920,37569723-ahoc,Debt Consolidation,21200,0,1,0,43.6,7,32.12719734,40745,613
19930,37583981-kguu,Home Improvement,18200,0,0,0,73.0072773,2,29.80460145,61095,625
19940,37595436-irmh,Debt Consolidation,12600,0,1,0,58.7,7,14.72255503,43745,643
19950,37605855-pdek,Debt Consolidation,33700,0,0,0,200.8607367,1,36.50527114,61165,840
19960,37664147-gmlh,Debt Consolidation,14900,0,3,0,129.9677556,0,3.016141451,61970,848
19970,37673186-quvd,Home Improvement,7000,0,0,0,211.2844132,1,33.46140225,43025,499
19980,37681280-kllv,Debt Consolidation,16000,0,0,0,205.3280458,2,43.43633435,448800,614
19990,37703853-yqvn,Debt Consolidation,24200,0,1,0,163.1743772,0,42.06098177,222885,548
20000,37704236-jvra,Debt Consolidation,19700,0,0,0,101.9435185,6,32.76108398,258190,621
20010,37714271-zumm,Debt Consolidation,26200,0,,1,286.1816551,0,39.67630465,483455,507
20020,37718150-dehn,Debt Consolidation,10000,0,1,4,13.69432747,,19.14966666,52510,838
20030,37734059-iezh,Home Improvement,10800,0,3,1,146.4496813,,40.78052715,46750,357
20060,37802480-gumw,Home Improvement,11000,0,2,3,9.1,3,34.28961175,63435,538
20080,37825579-zgeq,Debt Consolidation,8700,0,0,0,139.2640336,0,33.57803554,49390,513
20090,37900868-xavc,Debt Consolidation,25500,0,1,0,151.9693412,0,33.15994063,43455,737
20130,38052614-xcqc,Home Improvement,45000,0,0,0,297.3,0,20.10334905,47925,833
20140,38064036-zdwf,Home Improvement,3000,0,0,1,262.1666667,5,24.03125607,57570,809
20150,38072816-djlo,Debt Consolidation,14500,0,0,0,85.74814912,2,31.54781167,51110,570
20170,38163512-zkbn,Home Improvement,6500,0,0,0,127.0627016,2,37.80035293,176290,562
20190,38226496-uglg,Debt Consolidation,13500,0,0,0,290.3107749,0,34.69906743,52045,473
20200,38289466-ivpp,Home Improvement,15000,0,0,0,,0,1.920694367,71385,374
20210,38290853-gfrr,Debt Consolidation,15200,0,0,0,295.495733,0,29.60992004,62605,664
20230,38334972-klab,Debt Consolidation,13000,0,3,2,66.93333333,4,48.27532004,44980,861
20260,38388803-xadh,Debt Consolidation,10600,0,1,0,122.4835943,0,33.65164695,55080,779
20270,38389754-diiu,Debt Consolidation,32200,0,0,0,119.6034777,1,29.01132772,75980,628
20280,38409911-jawm,Debt Consolidation,11900,0,0,1,348.3242455,,40.93276678,50935,721
20300,38420763-rpnw,Debt Consolidation,34800,0,0,0,182.6647722,0,36.95591736,61190,519
20310,38460461-gbna,Debt Consolidation,42100,0,0,0,194.3463245,1,43.20591058,52295,840
20320,38525430-cump,Debt Consolidation,21300,0,,,199.4767352,5,39.83964014,45950,673
20330,38527676-clpw,Debt Consolidation,17000,0,0,0,129.7577996,1,27.6372066,61760,385
20340,38593137-ylvb,Debt Consolidation,28300,0,0,0,162.3666667,1,19.84978414,61960,628
20370,38659800-zpvl,Home Improvement,3800,0,0,0,203.7515336,0,20.06704205,52780,790
20380,38663626-avee,Debt Consolidation,13400,0,0,0,165.3333333,2,47.88408956,40185,388
20390,38664646-ffbq,Debt Consolidation,13000,0,,1,166.7262772,7,38.35512561,64240,307
20410,38707652-zjzm,Debt Consolidation,17300,0,0,0,127.0999737,0,24.5182717,61625,828
20420,38750471-ihrp,Debt Consolidation,27300,0,0,0,99.69383246,1,42.34342026,52365,608
20430,38750715-cpyl,Home Improvement,13100,0,3,4,302.7413165,,19.69710411,44625,848
20440,38810353-yvwq,Home Improvement,11000,0,0,0,173.8298837,0,33.89777255,69840,507
20460,38830112-uezx,Debt Consolidation,20200,0,0,0,156.2693203,0,28.2904395,78640,622
20480,38837136-avwq,Home Improvement,10500,0,0,0,308.2132622,2,34.40894842,79625,761
20490,38838168-cmyc,Home Improvement,22900,0,0,0,346.6039039,,31.0726936,43535,576
20500,38861665-weha,Debt Consolidation,13800,0,,0,217.2421291,3,40.82734463,68015,767
20510,38864156-oigf,Debt Consolidation,27000,0,0,,87.47422306,,20.92741537,45155,540
20540,38972161-ucxk,Home Improvement,24400,0,0,0,177.5112494,0,31.02733592,61580,577
20550,39000127-onlz,Debt Consolidation,24200,0,0,0,303.7624695,3,35.22386162,44870,730
20560,39025716-cneq,Home Improvement,2300,0,0,0,90.99253347,0,31.58850318,47460,808
20570,39045546-zmwf,Debt Consolidation,20400,0,0,0,198.5572405,0,40.7848993,48950,583
20610,39110832-kpoy,Debt Consolidation,9900,0,0,0,133.3657906,0,33.59171631,50070,386
20620,39138927-yevj,Debt Consolidation,38800,0,0,3,134.543886,1,9.478494958,45195,550
20660,39207748-luyi,Debt Consolidation,12400,0,0,0,120.674928,0,24.08943715,49370,767
20670,39283265-mrjf,Debt Consolidation,21700,0,0,6,238.3696373,1,16.39716087,76985,824
20680,39310958-kzrk,Debt Consolidation,15600,0,0,1,116.6148587,3,30.37280108,78985,665
20690,39331753-dcng,Debt Consolidation,14700,0,0,0,169.9853078,0,35.63539385,78605,655
20700,39346889-iilq,Home Improvement,10000,0,0,1,91.13333333,0,20.98104272,45025,821
20710,39380959-kcid,Debt Consolidation,53700,0,0,1,92.96631275,2,40.10162342,51970,357
20720,39392267-pmrc,Debt Consolidation,12400,0,0,0,262.0793453,0,21.34522735,51365,552
20730,39453672-hriw,Auto Financing,8600,0,3,4,382.4975582,,12.10514386,46020,401
20740,39492431-evuz,Debt Consolidation,7000,0,8,0,86.2,2,35.01830718,49620,841
20750,39502253-bbzy,Debt Consolidation,18600,0,0,0,199.8017542,0,36.99564584,46365,543
20780,39537105-qqxq,Debt Consolidation,8400,0,0,0,118.6353947,0,27.09304112,63380,707
20800,39603858-xfvj,Home Improvement,15800,0,0,0,209.0374415,0,38.88812837,73200,762
20840,39711627-ijcv,Debt Consolidation,12800,0,0,0,175.5198745,1,28.64818571,67295,808
20850,39713739-jkcl,Debt Consolidation,9800,0,0,0,124.021625,0,32.56568637,49040,405
20860,39743789-kmza,Home Improvement,16300,0,0,0,250.7255462,0,40.72219635,51530,813
20870,39743839-zuha,Home Improvement,17800,0,0,0,123.7366744,0,28.15595999,68475,569
20880,39760549-lbqb,Home Improvement,22000,0,0,0,115.8322132,2,31.10896086,45960,665
20890,39762597-hiqy,Debt Consolidation,15200,0,0,0,91.74348238,2,31.11492975,45625,526
20900,39766346-kkfh,Home Improvement,25900,0,0,0,182.1713721,1,38.48048457,60100,658
20910,39774414-vddg,Debt Consolidation,17100,0,0,1,103.6838558,3,30.3535487,55450,681
20920,39780667-euyh,Debt Consolidation,7500,0,1,0,115.6,1,5.838908665,66950,421
20940,39825714-wrge,Debt Consolidation,28700,0,0,0,238.794891,2,20.52327227,47965,533
20950,39828223-zmhw,Home Improvement,11500,0,0,0,132.0936343,0,26.86456847,62990,701
20970,39836040-lyny,Home Improvement,20000,0,0,0,217.2666667,1,42.84141531,52365,505
20980,39839047-hvld,Debt Consolidation,28200,0,0,1,172.3406543,0,26.9130048,52370,802
20990,39855173-gpqy,Debt Consolidation,17700,0,0,0,96.15756174,0,27.59227738,56580,561
21010,39892478-dwrp,Debt Consolidation,15500,0,0,0,152.1680601,2,30.13149723,55955,401
21020,39953767-zhjq,Home Improvement,1500,0,0,0,149.4666667,1,10.54166855,58650,697
21030,39960824-gcwu,Debt Consolidation,25000,0,0,0,311.9358895,0,39.4217139,58690,635
21040,40042600-jaaq,Debt Consolidation,22300,0,0,0,96.64268699,1,22.19662471,77995,628
21070,40087870-urlz,Debt Consolidation,20400,0,0,0,177.5936728,1,35.55430368,50715,798
21080,40111746-mjbn,Debt Consolidation,21400,0,2,7,183.5480397,4,38.14905923,63335,700
21090,40140135-eibm,Debt Consolidation,50000,0,0,2,252.6333333,3,34.06284405,49650,541
21100,40149003-enxo,Debt Consolidation,18200,0,0,0,278.3074217,2,32.72169498,49000,648
21110,40166607-lyvl,Debt Consolidation,22000,0,0,0,262.7333333,2,35.73678907,48530,358
21130,40195976-cqmf,Home Improvement,20100,0,2,3,0.722452104,,38.64772791,76115,617
21140,40246949-ybvg,Debt Consolidation,11100,0,0,1,179.6482736,1,40.67090473,69760,665
21150,40255904-ahqj,Debt Consolidation,21100,0,1,0,74.57642698,2,36.76027571,62155,738
21160,40271297-dhrg,Home Improvement,18500,0,0,0,78.94907069,0,31.80824299,66465,422
21170,40278608-ecoz,Home Improvement,25200,0,0,0,188.5746595,0,39.96388766,62030,507
21180,40350577-kmuw,Debt Consolidation,20800,0,0,4,168.3145771,0,35.23139271,58385,661
21190,40404945-xhrf,Home Improvement,25100,0,0,0,353.9908365,1,39.87670703,95755,643
21210,40444325-dmdg,Home Improvement,43200,0,0,0,312.3063392,4,42.62357404,55040,367
21220,40504098-pphm,Home Improvement,19500,0,1,1,121.1458814,,37.39831656,58630,491
21240,40519706-owcp,Debt Consolidation,28900,0,0,0,247.8444526,2,20.61070665,73530,616
21250,40536139-krpr,Home Improvement,12100,0,0,0,206.2470947,0,35.12787435,62285,303
21260,40702005-oeyq,Debt Consolidation,17400,0,,,345.0099186,,32.47431947,59425,627
21280,40728930-fbam,Home Improvement,41700,0,0,0,189.0993782,1,43.25877898,73375,670
21290,40737988-bcbo,Debt Consolidation,9300,0,0,0,138.3373521,0,42.48370297,58985,576
21300,40748761-ozch,Home Improvement,12000,0,0,0,126.8,5,44.40660381,60810,625
21320,40767789-oydj,Debt Consolidation,12300,0,,1,154.8992783,7,39.70178286,46590,626
21330,40772335-xyeg,Debt Consolidation,21300,0,,0,98.89218205,1,34.96414103,45485,701
21340,40803717-wpfo,Home Improvement,12200,0,0,0,79.73026062,2,34.40548234,61940,380
21350,40816741-cfif,Debt Consolidation,19700,0,0,2,225.6961276,0,43.00965053,61460,511
21360,40844370-npzf,Home Improvement,13700,0,0,0,73.45576587,2,28.70919291,46645,537
21380,40866611-jaof,Debt Consolidation,31000,0,0,1,116.8989899,1,44.06542878,48745,411
21410,40946633-cfwo,Debt Consolidation,27800,0,0,0,190.3137746,2,33.85589547,52215,588
21420,40983521-kdnm,Debt Consolidation,28500,0,0,0,168.8035325,0,42.3249247,63600,623
21430,40984570-lukr,Debt Consolidation,16900,0,0,0,282.0685178,0,24.96285137,58615,705
21440,41032544-blpj,Debt Consolidation,9400,0,,,159.0363707,4,25.60722823,61000,702
21450,41034633-meki,Debt Consolidation,38000,0,0,6,240.4666667,0,20.91468363,45895,760
21470,41056964-frgg,Debt Consolidation,13000,0,1,0,132.8666667,0,37.72139566,52290,301
21480,41072082-holx,Debt Consolidation,16700,0,,2,271.6519477,0,37.63005716,52875,624
21490,41072159-acfe,Home Improvement,5300,0,,1,212.8917461,0,38.59149403,47955,625
21520,41111489-ejcl,Home Improvement,10200,0,0,1,181.542927,0,35.03165088,61675,764
21530,41122237-qeli,Home Improvement,11400,0,0,0,34.91437168,,18.84034872,43510,437
21540,41128643-joqh,Debt Consolidation,24900,0,3,0,124.1968265,1,26.27583242,61140,401
21550,41157804-ayvp,Debt Consolidation,11800,0,0,0,231.5999445,0,25.70127642,63075,306
21560,41182692-mjhd,Debt Consolidation,17100,0,0,0,80.58265559,0,26.76776884,44225,352
21570,41227707-ihhw,Debt Consolidation,15000,0,0,0,341.5020847,0,39.9967104,46750,659
21580,41326697-kulh,Debt Consolidation,13300,0,0,0,176.8461955,0,27.86558873,47985,377
21590,41399406-uvcu,Debt Consolidation,22300,0,2,0,131.7905805,,8.703431123,61600,613
21600,41436547-uzmp,Debt Consolidation,11000,0,,1,181.0707933,1,30.03284549,43295,561
21610,41457307-alzj,Home Improvement,17900,0,0,3,176.8707685,0,26.18976709,46515,701
21630,41532289-qviw,Home Improvement,17600,0,0,1,152.7826478,0,29.20365458,61585,502
21650,41556627-nmru,Debt Consolidation,9300,0,0,0,91.93263226,0,29.63360847,61745,387
21670,41602933-lbju,Debt Consolidation,17000,0,2,3,18.23687207,,25.26009868,46335,352
21680,41630210-aadf,Debt Consolidation,14200,0,1,1,434.0220393,,24.701642,44775,678
21690,41645278-kgvh,Debt Consolidation,13600,0,,1,199.6986174,3,42.31951831,52110,333
21700,41716404-hypz,Home Improvement,4800,0,0,0,137.3197248,0,34.27529378,61460,410
21710,41722685-nfkc,Debt Consolidation,8400,0,0,0,56.30976479,8,23.52118826,43310,675
21720,41750822-mfug,Debt Consolidation,34500,0,0,0,250.6333333,3,21.62911958,52460,648
21740,41843270-rapn,Debt Consolidation,13700,0,0,1,340.6636481,,35.18815986,61120,740
21750,41850187-cohj,Home Improvement,4000,0,0,1,85.8,2,41.40769612,43845,426
21760,41936524-racv,Debt Consolidation,7300,0,2,4,403.0985269,,28.28424045,43225,585
21770,41937115-adhi,Debt Consolidation,16800,0,0,0,1154.633333,0,27.89281536,40660,303
21790,41955348-nngn,Home Improvement,27700,0,0,2,303.9519145,2,6.887024127,61080,606
21810,41999815-ydwf,Home Improvement,5200,0,0,0,157.7710357,1,72.67043331,61900,652
21820,42003260-nyfc,Debt Consolidation,25000,0,2,0,83.05264747,1,45.74394906,44955,782
21830,42016580-mlia,Debt Consolidation,19400,0,0,0,217.4067053,4,42.22040715,44805,683
21850,42054067-ezxm,Debt Consolidation,10700,0,0,0,225.8703522,0,34.13705457,43325,589
21860,42112857-oqlw,Debt Consolidation,16500,0,0,0,208.0769432,2,34.43057515,40125,301
21870,42118793-rxai,Debt Consolidation,24400,0,0,0,101.6362349,2,29.09588127,61370,479
21880,42127860-aewv,Home Improvement,8400,0,0,0,183.0927495,0,23.09720188,43800,612
21890,42166357-xepp,Debt Consolidation,27300,0,0,1,139.1325983,0,39.17355395,44815,677
21900,42198647-hfwc,Home Improvement,5000,0,0,3,179.0599414,,33.35465263,45305,567
21920,42203448-qwwi,Home Improvement,17700,0,0,0,83.59853183,0,33.62658567,40110,564
21930,42218460-xuwr,Debt Consolidation,28000,0,,1,294.594783,1,37.61130938,43040,577
21940,42227628-dumz,Debt Consolidation,25000,0,,3,106.8,1,21.49167375,52550,815
21950,42237858-mgby,Debt Consolidation,15400,0,0,2,196.0336579,1,36.41734258,61195,865
21970,42258075-oorp,Debt Consolidation,14800,0,,0,321.4083741,2,35.24074131,43625,402
21980,42279998-mfen,Debt Consolidation,24200,0,1,0,184.7251127,0,51.63038059,52100,410
21990,42295536-uruc,Home Improvement,12000,0,0,0,143.0333333,1,42.06908277,61990,794
22020,42385581-cxhr,Debt Consolidation,6500,0,0,0,242.4666667,1,43.97047759,52485,410
22030,42440655-hbzq,Debt Consolidation,14700,0,0,0,277.7940868,0,23.70535928,40770,755
22050,42455642-mvhh,Home Improvement,5100,0,0,0,108.0725908,0,43.29013982,45535,818
22070,42619667-npvr,Debt Consolidation,6200,0,,,80.5,2,36.58740521,52245,672
22080,42626149-oppc,Debt Consolidation,15800,0,0,2,143.3555312,1,33.05883512,68710,493
22090,42681373-yjxa,Home Improvement,9400,0,1,0,148.8447376,3,36.08003177,47535,376
22100,42687113-jdeb,Debt Consolidation,13300,0,0,0,178.1121065,1,33.79509124,61820,425
22110,42691052-cjcj,Home Improvement,9800,0,0,0,132.7524896,0,37.58819954,52240,300
22130,42721877-xgrd,Debt Consolidation,17100,0,0,0,289.9544006,0,24.45832061,52325,784
22140,42738233-pouu,Debt Consolidation,8500,0,0,1,313.4666667,0,40.72397937,40680,815
22150,42739822-xhxj,Debt Consolidation,23800,0,0,0,75.81397134,2,36.52956948,61555,726
22160,42747358-jxzb,Home Improvement,17800,0,0,0,85.85082998,0,32.2942169,43010,399
22200,42870992-cqku,Debt Consolidation,23900,0,0,0,194.9872525,1,35.40605965,48725,777
22210,42914330-vxhb,Home Improvement,13100,0,1,2,195.5387113,1,36.61107299,43135,492
22220,42969530-bdhb,Debt Consolidation,26900,0,0,0,131.4096343,0,36.36902746,40390,728
22240,43105735-hbpn,Home Improvement,8500,0,0,0,222.2111903,1,34.72969809,52460,605
22250,43185317-gjvz,Home Improvement,1800,0,3,2,77.1,1,12.19982045,44545,843
22260,43259031-jrpl,Debt Consolidation,16600,0,0,0,96.36289475,2,42.39913928,40880,367
22270,43277487-qnpd,Debt Consolidation,14600,0,0,0,146.8666667,2,41.6567122,46380,598
22280,43343817-zdoj,Debt Consolidation,8400,0,0,0,202.7045404,0,33.59231894,61035,626
